HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Answer.Tag1,Answer.Tag2,Approve,Reject
3HA5ODM5KAIDYG3VB4T4BB0GF3QSVU,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:34:09 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:34:09 PST 2018,,,304SM51WA4U1BM3JWP76ZJ1PKEYBSC,A2WQBGVXH6S6EB,Submitted,Thu Nov 29 19:20:23 PST 2018,Thu Nov 29 19:20:30 PST 2018,Sun Dec 02 19:20:30 PST 2018,,,,7,98% (189/192),98% (189/192),98% (189/192),https://pbs.twimg.com/ext_tw_video_thumb/1041099747375890434/pu/img/aGpNN2jDvFqzF3zH.jpg,n/a,7,,
3HEA4ZVWVDCVUKQ5THYJE2WPOVH55Z,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:35:15 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:35:15 PST 2018,,,3JNQLM5FT5CKJW8XTNHUM4KQYEDL26,AQS863BVGTZ14,Submitted,Thu Nov 29 19:55:48 PST 2018,Thu Nov 29 19:55:52 PST 2018,Sun Dec 02 19:55:52 PST 2018,,,,4,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1041297608118083584/pu/img/5BawRkAnpplyB3uF.jpg,n/a,7,,
3HEADTGN2PI1X13IWFTZL1VKT16VR8,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:19:40 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:19:40 PST 2018,,,3WR9XG3T641V7PYIT7Z8WEZNN7G47M,AQS863BVGTZ14,Approved,Sat Nov 24 16:40:11 PST 2018,Sat Nov 24 16:40:15 PST 2018,Tue Nov 27 16:40:15 PST 2018,2018-11-28 00:41:05 UTC,,,4,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040676364930695168/pu/img/7kE7ePe_7Sqxk1CC.jpg,n/a,7,,
3HEADTGN2PI1X13IWFTZL1VKT17RV5,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:31:19 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:31:19 PST 2018,,,3JC6VJ2SAC9VMA0GEFU2BX7ROC55A9,AQS863BVGTZ14,Submitted,Thu Nov 29 18:54:29 PST 2018,Thu Nov 29 18:54:33 PST 2018,Sun Dec 02 18:54:33 PST 2018,,,,4,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040799588813164544/pu/img/uDoX65ecH3xeQobH.jpg,n/a,7,,
3HEADTGN2PI1X13IWFTZL1VKT17VR9,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:35:15 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:35:15 PST 2018,,,3VNL7UK1XG9S33SEQRYSSEOW1V4TF1,AQS863BVGTZ14,Submitted,Thu Nov 29 20:03:02 PST 2018,Thu Nov 29 20:03:09 PST 2018,Sun Dec 02 20:03:09 PST 2018,,,,7,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1041300735307247616/pu/img/JilD_F9ukpwlU-I0.jpg,n/a,7,,
3HEM8MA6H92OGGRMXOV0AJWXBR4QPI,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:32:55 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:32:55 PST 2018,,,3FDJT1UU75Y1YN92Q67R5BANTOZ5KO,AQS863BVGTZ14,Submitted,Thu Nov 29 18:56:47 PST 2018,Thu Nov 29 18:56:52 PST 2018,Sun Dec 02 18:56:52 PST 2018,,,,5,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040880235158286336/pu/img/RoSRnnUpCz_xW5TA.jpg,n/a,7,,
3HEM8MA6H92OGGRMXOV0AJWXBR5PQI,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:49:19 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:49:19 PST 2018,,,3N4BPTXIO9IIJ2ZHR7FZDN23S5TKUM,AQS863BVGTZ14,Submitted,Thu Nov 29 21:18:49 PST 2018,Thu Nov 29 21:18:53 PST 2018,Sun Dec 02 21:18:53 PST 2018,,,,4,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/media/Dm_3BlzW4AEWZuE.jpg,n/a,7,,
3HFWPF5AK99TM71CRUNYSG8XOJXS3X,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:31:57 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:31:57 PST 2018,,,39U1BHVTDMHXNRCL6WXQR5ZZY5Z3T2,A2WQBGVXH6S6EB,Submitted,Thu Nov 29 18:59:56 PST 2018,Thu Nov 29 19:00:03 PST 2018,Sun Dec 02 19:00:03 PST 2018,,,,7,98% (189/192),98% (189/192),98% (189/192),https://pbs.twimg.com/ext_tw_video_thumb/1040900488122851328/pu/img/uAeRapBvljTWIpok.jpg,n/a,7,,
3HJ1EVZS2O9HLS1ZC5NT26312HDR37,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:20:07 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:20:07 PST 2018,,,33TIN5LC050FJF0VXBLZQZU0DY39YO,AQS863BVGTZ14,Approved,Sat Nov 24 16:56:34 PST 2018,Sat Nov 24 16:56:38 PST 2018,Tue Nov 27 16:56:38 PST 2018,2018-11-28 00:57:05 UTC,,,4,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040693875982172161/pu/img/PuQPf3Rqxu5MIUJZ.jpg,n/a,7,,
3HJ1EVZS2O9HLS1ZC5NT26312HER38,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:34:11 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:34:11 PST 2018,,,3TE3O85731YVMU3AY7EQ8GTP462R22,AQS863BVGTZ14,Submitted,Thu Nov 29 20:07:05 PST 2018,Thu Nov 29 20:07:10 PST 2018,Sun Dec 02 20:07:10 PST 2018,,,,5,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1041104075037843456/pu/img/CYBaH9oPCLp5jdDt.jpg,n/a,7,,
3HJ1EVZS2O9HLS1ZC5NT26312HF3RL,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:38:07 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:38:07 PST 2018,,,32Q90QCQ1TB1U62V170U95G06HYKE4,AQS863BVGTZ14,Submitted,Thu Nov 29 20:12:44 PST 2018,Thu Nov 29 20:12:54 PST 2018,Sun Dec 02 20:12:54 PST 2018,,,,10,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1041709144796024832/pu/img/JD5Hef-fZumE2KHi.jpg,n/a,7,,
3HKIF5DF6YNCB4H1D3URUFSG00DG9I,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:24:05 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:24:05 PST 2018,,,30JNVC0ORAAZPJRS4DSXQUPMX3IQHI,AQS863BVGTZ14,Submitted,Thu Nov 29 19:56:08 PST 2018,Thu Nov 29 19:56:12 PST 2018,Sun Dec 02 19:56:12 PST 2018,,,,4,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040716096280686594/pu/img/jRH27wtb4IfpwPf2.jpg,n/a,7,,
3HKIF5DF6YNCB4H1D3URUFSG00E9GC,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:42:16 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:42:16 PST 2018,,,3TXWC2NHN0GINTOMY5TA8D6ZWEW9S1,A2WQBGVXH6S6EB,Submitted,Thu Nov 29 20:52:15 PST 2018,Thu Nov 29 20:52:19 PST 2018,Sun Dec 02 20:52:19 PST 2018,,,,4,98% (189/192),98% (189/192),98% (189/192),https://pbs.twimg.com/media/Dm__BFcX0AAJm8j.jpg,n/a,7,,
3HO4MYYR12E8Y3GYZ1GWEK25J7KU6L,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:31:11 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:31:11 PST 2018,,,3R2PKQ87NXY80Z4KI2319X6WNF0IMG,AQS863BVGTZ14,Submitted,Thu Nov 29 19:42:26 PST 2018,Thu Nov 29 19:42:29 PST 2018,Sun Dec 02 19:42:29 PST 2018,,,,3,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040819181136928768/pu/img/nMqb5u2WEW6v-o5j.jpg,n/a,7,,
3HO4MYYR12E8Y3GYZ1GWEK25J7LU6M,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:48:17 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:48:17 PST 2018,,,3PQMUDRV7SWM4GETXN59H4ZF66HII1,AQS863BVGTZ14,Submitted,Thu Nov 29 21:10:37 PST 2018,Thu Nov 29 21:10:41 PST 2018,Sun Dec 02 21:10:41 PST 2018,,,,4,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/media/Dm_2QVjUcAAu71G.jpg,n/a,7,,
3HRWUH63QUSZK9WBXHU58JWBFGG5NO,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:21:16 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:21:16 PST 2018,,,3RJSC4XJ11KZLX2YMDX9MRVEFP550S,AQS863BVGTZ14,Approved,Sat Nov 24 16:55:52 PST 2018,Sat Nov 24 16:55:58 PST 2018,Tue Nov 27 16:55:58 PST 2018,2018-11-28 00:56:05 UTC,,,6,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040689990655721472/pu/img/E2IUO7YxSTIqwuLl.jpg,n/a,7,,
3HRWUH63QUSZK9WBXHU58JWBFGGN56,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:31:29 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:31:29 PST 2018,,,3NC5L260MPCCQBN6UACTY4I92NNFO1,AQS863BVGTZ14,Submitted,Thu Nov 29 18:56:56 PST 2018,Thu Nov 29 18:57:01 PST 2018,Sun Dec 02 18:57:01 PST 2018,,,,5,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040830739892322304/pu/img/vRbe9mdX_GD9ZN8u.jpg,n/a,7,,
3HRWUH63QUSZK9WBXHU58JWBFGH5NP,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:37:31 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:37:31 PST 2018,,,324G5B4FB4YE81GHA6C6KB9A6WP700,AQS863BVGTZ14,Submitted,Thu Nov 29 20:48:25 PST 2018,Thu Nov 29 20:48:30 PST 2018,Sun Dec 02 20:48:30 PST 2018,,,,5,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1041658175810924544/pu/img/z6TeSnDZc_PE0NjK.jpg,n/a,7,,
3HUR21WDDUF2YRKZAPMBHIL2CZTXYF,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:20:14 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:20:14 PST 2018,,,32SCWG5HIIUYSI6W8HM4TYAMJTFP6O,AQS863BVGTZ14,Submitted,Thu Nov 29 18:32:41 PST 2018,Thu Nov 29 18:32:47 PST 2018,Sun Dec 02 18:32:47 PST 2018,,,,6,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040694142945423360/pu/img/xBm0dLd6Fes8bNxH.jpg,n/a,7,,
3HUR21WDDUF2YRKZAPMBHIL2CZTYXG,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:22:38 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:22:38 PST 2018,,,3K772S5NP91ASG1NVMXXWD08E0UEHU,A2WQBGVXH6S6EB,Submitted,Thu Nov 29 19:28:46 PST 2018,Thu Nov 29 19:28:49 PST 2018,Sun Dec 02 19:28:49 PST 2018,,,,3,98% (189/192),98% (189/192),98% (189/192),https://pbs.twimg.com/ext_tw_video_thumb/1040708924457082881/pu/img/-3-hdK2pt-H9dPdQ.jpg,n/a,7,,
3HUR21WDDUF2YRKZAPMBHIL2CZUXYG,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:34:02 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:34:02 PST 2018,,,38YMOXR4MVPOCR3XK30ZLSIICQJW6R,AQS863BVGTZ14,Submitted,Thu Nov 29 20:15:24 PST 2018,Thu Nov 29 20:15:28 PST 2018,Sun Dec 02 20:15:28 PST 2018,,,,4,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040975525953646592/pu/img/rRbO8zdRW_L_2_sg.jpg,n/a,7,,
3HUR21WDDUF2YRKZAPMBHIL2CZUYXH,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:37:10 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:37:10 PST 2018,,,3FE2ERCCZYYOHOC08D8YAYWD4TAOPD,AQS863BVGTZ14,Submitted,Thu Nov 29 20:23:08 PST 2018,Thu Nov 29 20:23:13 PST 2018,Sun Dec 02 20:23:13 PST 2018,,,,5,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1041615119145414657/pu/img/nsp6nkHlhsn4V0wy.jpg,n/a,7,,
3HXCEECSQMJR3MKEB7AWE31DKZRYZD,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:22:42 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:22:42 PST 2018,,,3HL8HNGX46R9JOJ0SLTB1ENK7O1F9N,AQS863BVGTZ14,Submitted,Thu Nov 29 18:54:23 PST 2018,Thu Nov 29 18:54:29 PST 2018,Sun Dec 02 18:54:29 PST 2018,,,,6,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040704347250712576/pu/img/AztyPMn1BwdyOmtY.jpg,n/a,7,,
3HXCEECSQMJR3MKEB7AWE31DKZSZYF,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:34:46 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:34:46 PST 2018,,,32M8BPYGAUC88P8Y7Z56WSMZRTPGI7,AQS863BVGTZ14,Submitted,Thu Nov 29 21:13:22 PST 2018,Thu Nov 29 21:13:26 PST 2018,Sun Dec 02 21:13:26 PST 2018,,,,4,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1041156057383493633/pu/img/woOKybRsE8jf7yUf.jpg,n/a,7,,
3HY86PZXPY8W2LIF3VPAF6PLP8BE1R,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:40:48 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:40:48 PST 2018,,,337RC3OW06STGN6ZHX15O9H1VC6VLO,AQS863BVGTZ14,Submitted,Thu Nov 29 20:42:44 PST 2018,Thu Nov 29 20:42:49 PST 2018,Sun Dec 02 20:42:49 PST 2018,,,,5,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/media/Dm__muqUcAIC-oC.jpg,n/a,7,,
3HYV4299H0MEDL202GYPUGCT3EH8E5,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:39:39 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:39:39 PST 2018,,,3XXU1SWE8NLWR3EFH9OQU2B074V0AK,AQS863BVGTZ14,Submitted,Thu Nov 29 20:45:53 PST 2018,Thu Nov 29 20:45:59 PST 2018,Sun Dec 02 20:45:59 PST 2018,,,,6,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1045022672353026049/pu/img/kCQUn6I1Lu-KwZ9x.jpg,n/a,7,,
3I01FDIL6MYYZ0MBQ4E4E7H5H2OD2E,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:45:35 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:45:35 PST 2018,,,3E13VNJ1NOLB4AIVPGK3P5ITP46I19,A2WQBGVXH6S6EB,Submitted,Thu Nov 29 21:05:34 PST 2018,Thu Nov 29 21:05:41 PST 2018,Sun Dec 02 21:05:41 PST 2018,,,,7,98% (189/192),98% (189/192),98% (189/192),https://pbs.twimg.com/media/Dm_0IiaVAAA5s3i.jpg,n/a,7,,
3I4E7AFQ2KP5MLGGJFKBISL8MZWTJY,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:19:09 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:19:09 PST 2018,,,30LB5CDZND0XSBMNT14PBV29GOCZ0S,AQS863BVGTZ14,Approved,Sat Nov 24 16:27:27 PST 2018,Sat Nov 24 16:27:31 PST 2018,Tue Nov 27 16:27:31 PST 2018,2018-11-28 00:28:05 UTC,,,4,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040678991638740992/pu/img/6xroy5cRujyjUX84.jpg,n/a,7,,
3I4E7AFQ2KP5MLGGJFKBISL8MZXTJZ,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:36:49 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:36:49 PST 2018,,,338JKRMM27P723KBFHVB0UAHTLWHA2,AQS863BVGTZ14,Submitted,Thu Nov 29 19:56:03 PST 2018,Thu Nov 29 19:56:07 PST 2018,Sun Dec 02 19:56:07 PST 2018,,,,4,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1041370557927677958/pu/img/uwXblGPd4cU6z2l2.jpg,n/a,7,,
3I6NF2WGIGMTAHFPADHAIZNEE4U5GG,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:20:55 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:20:55 PST 2018,,,32RIADZISTUHQNIAHAXJR5VJALSS4W,AQS863BVGTZ14,Approved,Sat Nov 24 16:20:02 PST 2018,Sat Nov 24 16:20:06 PST 2018,Tue Nov 27 16:20:06 PST 2018,2018-11-28 00:21:05 UTC,,,4,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040696845821857792/pu/img/dP4nIA8H2vDKmYIX.jpg,n/a,7,,
3I6NF2WGIGMTAHFPADHAIZNEE4VG5S,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:47:48 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:47:48 PST 2018,,,34BBWHLWHB145BYYM49OIV8NLHFIW8,AQS863BVGTZ14,Submitted,Thu Nov 29 21:14:51 PST 2018,Thu Nov 29 21:14:56 PST 2018,Sun Dec 02 21:14:56 PST 2018,,,,5,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/media/Dm_2k-SW4AAav9y.jpg,n/a,7,,
3I7KR83SNA3HDQDK3UF6S7K97HU9KE,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:24:37 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:24:37 PST 2018,,,3WETL7AQWUYV2P1V50FSOPTLI2D35B,AQS863BVGTZ14,Submitted,Thu Nov 29 18:55:00 PST 2018,Thu Nov 29 18:55:05 PST 2018,Sun Dec 02 18:55:05 PST 2018,,,,5,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040717636072558594/pu/img/K0rEjHYM8Jlw9Nt8.jpg,n/a,7,,
3I7KR83SNA3HDQDK3UF6S7K97HUK9P,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:29:45 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:29:45 PST 2018,,,3LWJHTCVCDCFBN0M9N4XN9D9HO5FQ9,AQS863BVGTZ14,Submitted,Thu Nov 29 18:57:46 PST 2018,Thu Nov 29 18:57:51 PST 2018,Sun Dec 02 18:57:51 PST 2018,,,,5,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040801511264137216/pu/img/z4-eLSF5cBed2dyR.jpg,n/a,7,,
3I7KR83SNA3HDQDK3UF6S7K97HV9KF,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:42:24 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:42:24 PST 2018,,,3570Y55XZQ9UYPN3BHR9IGGNHCNGYD,AQS863BVGTZ14,Submitted,Thu Nov 29 21:19:10 PST 2018,Thu Nov 29 21:19:14 PST 2018,Sun Dec 02 21:19:14 PST 2018,,,,4,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/media/Dm_-BCoXsAEJtEP.jpg,n/a,7,,
3I7KR83SNA3HDQDK3UF6S7K97HVK9Q,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:45:40 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:45:40 PST 2018,,,3YMU66OBIOY8CUXE1HNLWGLKRGAGHE,AQS863BVGTZ14,Submitted,Thu Nov 29 21:12:22 PST 2018,Thu Nov 29 21:12:27 PST 2018,Sun Dec 02 21:12:27 PST 2018,,,,5,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/media/Dm_0jDVWwAAoFct.jpg,n/a,7,,
3I7SHAD35MM8PVPU99U2TOL71W17M5,3D1RILWJRHODM8C65Y3JSG2OV3HEZ5,Hurricane Image Tagging II,Please tag images,"image, tag, picture, tagging, photo, hurricane",$0.01 ,Sat Nov 24 15:26:35 PST 2018,1,BatchId:214780;OriginalHitTemplateId:920937246;,60,259200,Sat Dec 01 15:26:35 PST 2018,,,3TPZPLC3M12ZVZJEPFO6MVY292DP3I,AQS863BVGTZ14,Submitted,Thu Nov 29 18:30:29 PST 2018,Thu Nov 29 18:30:38 PST 2018,Sun Dec 02 18:30:38 PST 2018,,,,9,88% (463/528),88% (463/528),88% (463/528),https://pbs.twimg.com/ext_tw_video_thumb/1040746211609903110/pu/img/JgMI9Os_YSBjZTIe.jpg,n/a,7,,
